1994, A9,  ModPhysLett, Bailin & Love & Sabra & Thomas,  Anisotropic Solutions For Orbifold Moduli From Duality Invariant Gaugino  Condensates
1994, D50,  PhysRev, GHOSH & MITRA,  Fermion Scattering off Dilatonic Black Holes
1994, B430,  NuclPhys, Fring & Johnson & Kneipp & Olive,  Vertex Operators and Soliton Time Delays in Affine Toda Field Theory
1994, D50,  PhysRev, Mrowczynski & Mueller,  Wigner Functional Approach to Quantum Field Dynamics
1995, A10,  IntJModPhys, Kaufmann,  Pathspace Decompositions for the Virasoro Algebra and its Verma Modules
1995, D51,  PhysRev, Bender & Boettcher,  Eleventh-Order Calculation of Green's Functions in the Ising Limit for  Arbitrary Space-Time Dimension $D$
1995, B343,  PhysLett, Restuccia & Stephany,  Canonical Covariant Formulation of Green-Schwarz Superstring without  Second Class Constraints
1994, A9,  ModPhysLett, Ito & Kanno,  Lie Superalgebra and Extended Topological Conformal Symmetry in  Non-critical $W_{3}$ Strings
1996, A11,  ModPhysLett, Andrianov & Cannata & Ioffe,  Higher-Order Derivative Susy in Quantum Mechanics with Large Energy  Shifts
1994, B338,  PhysLett, Danielsson,  The Scattering of Strings in a Black-Hole Background
1994, D50,  PhysRev, Bassetto & Griguolo,  Anomalous dimensions and ghost decoupling in a perturbative approach to  the generalized chiral Schwinger model
1994, D49,  PhysRev, Adler & Wu,  Algebraic and geometric aspects of generalized quantum dynamics
1995, B435,  NuclPhys, Chen,  Renormalization Group Flow of Four-fermi with Chern-Simons Interaction
1995, A10,  IntJModPhys, Shtykov,  The finite vacuum energy for spinor, scalar and vector fields
1994, A27,  JPhys, Bachas & de Calan & Petropoulos,  Quenched Random Graphs
1994, D50,  PhysRev, Welch,  Timelike Duality
1994, B334,  PhysLett, Gomez & Lopez,  On the Algebraic Structure of the Holomorphic Anomaly for N=2  Topological Strings
1995, A10,  IntJModPhys, Plebanski & Garcia-Compean,  A q-deformed Version of the Heavenly Equations
1995, B441,  NuclPhys, Gurarie,  Probability Density, Diagrammatic Technique, and Epsilon Expansion in  the Theory of Wave Turbulence
1995, A10,  ModPhysLett, Zarembo,  Collective field approach to gauged principal chiral field at large N
1994, D50,  PhysRev, Strominger & Thorlacius,  Conformally Invariant Boundary Conditions for Dilaton Gravity
1996, A11,  IntJModPhys, Schimmrigk,  Mirror Symmetry and String Vacua from a Special Class of Fano Varieties
1995, D51,  PhysRev, Braga,  BRST quantization of anomalous gauge theories
1994, B8,  IntJModPhys, Kedem & McCoy,  Quasi-particles in the chiral Potts model
1994, A9,  ModPhysLett, Bytsenko & Kirsten & Zerbini,  Are p-Branes Asymptotically Black Holes?
1995, A10,  IntJModPhys, Toppan,  N=1,2 Super-NLS Hierarchies as Super-KP Coset Reductions
1994, A9,  ModPhysLett, Pasquinucci & Roland,  On the Anomalous Magnetic Moment in Heterotic Superstrings
1994, A9,  ModPhysLett, Schaller & Strobl,  Poisson Structure Induced (Topological  Field Theories
1994, A9,  ModPhysLett, Brunelli & Das & Huang,  Gelfand-Dikii Brackets for Nonstandard Lax Equations
1994, B334,  PhysLett, Alfaro & Damgaard,  Generalized Lagrangian Master Equations
1994, B333,  Phys Lett, Costa & O'Raifeartaigh,  Non-Trivial Non-Canonical W-Algebras from Kac-Moody Reductions
1995, B437,  NuclPhys, Russo & Susskind,  Asymptotic level density in heterotic string theory and rotating black  holes
1994, B335,  PhysLett, Russo,  Thermal ensemble of string gas in a magnetic field
1994, B337,  Phys Lett, Cangemi & Jackiw,  Quantal Analysis of String-Inspired Lineal Gravity with Matter Fields
1994, B424,  NuclPhys, Kehrein & Wegner,  The structure of the spectrum of anomalous dimensions in the N-vector  model in 4-epsilon dimensions
1994, B332,  PhysLett, Duff & Gibbons & Townsend,  Macroscopic superstrings as interpolating solitons
1994, A27,  JPhys, Palev & Stoilova,  Wigner quantum oscillators Osp(3/2  oscillators
1994, D50,  PhysRev, Fadin & Fiore & Quartarolo,  Quark contribution to the reggeon-reggeon-gluon vertex in QCD
1995, D51,  PhysRev, Solodukhin,  On Higher Derivative Gravity in Two Dimensions
1994, A27,  JPhys, Bracken & Delius & Gould & Zhang,  Solutions to the Quantum Yang-Baxter Equation with Extra Non-Additive  Parameters
1995, A28,  JPhys, Celeghini & Rasetti & Vitiello,  Identical Particles and Permutation Group
1995, B443,  NuclPhys, Balachandran & Chandar & Sathiapalan,  Duality and the Fractional Quantum Hall Effect
1995, A10,  Int J Mod Phys, Bougourzi & Vinet,  A Quantum Analogue of the Boson-Fermion Correspondence
1994, B334,  PhysLett, Fursaev,  Spectral Geometry and One-loop Divergences on Manifolds with Conical  Singularities
1994, B334,  PhysLett, Berkovits & Ohta,  Embeddings for Non-Critical Superstrings
1995, B345,  PhysLett, Govindarajan & Jayaraman,  A proposal for the geometry of W_n gravity
1995, D51,  PhysRev, Andrianov & Soldati,  Lorentz Symmetry Breaking in Abelian Vector-Field Models with  Wess-Zumino Interaction
1995, A108,  Nuovo Cim, Vassilevich,  Comment on gauge choices and physical variables in QED
1994, B333,  PhysLett, Labastida & Marino,  Type B Topological Matter, Kodaira-Spencer Theory, and Mirror Symmetry
1994, A27,  JPhys, Burakovsky & Horwitz,  Galilean limit of equilibrium relativistic mass distribution for  indistinguishable events
1994, A190,  PhysLett, Daboul & Nieto,  Quantum Bound States with Zero Binding Energy
1994, D50,  PhysRev, Dine & Shirman,  Some Explorations in Holomorphy
1994, B332,  PhysLett, Cho & Kim,  Derivation of the Classical Lagrangian for the Relativistic Spinning  Particle
1994, B332,  Phys Lett, Schelstraete & Verschelde,  Large N limit of O(N  vector models
1994, D50,  PhysRev, Myers,  Black Hole Entropy in Two Dimensions
1994, D50,  PhysRev, Bralic & Cabra & Schaposnik,  Thermodynamics of Relativistic Fermions with Chern-Simons Coupling
1994, B428,  NuclPhys, Fujikawa,  Generalized Pauli-Villars Regularization and the Covariant Form of  Anomalies
1994, B341,  PhysLett, Chaichian & Gomes & Felipe,  New Phenomenon of Nonlinear Regge Trajectory and Quantum Dual String  Theory
1995, B342,  PhysLett, Chaichian & Felipe & Rojas,  Conserved Quantities and Electroweak Phase Transitions
1996, D52,  PhysRev, Banados,  Global Charges in Chern-Simons theory and the 2+1 black hole
1994, B335,  PhysLett, Anselmi & Fre & Girardello & Soriani,  Constrained Topological Field Theory
1994, D50,  PhysRev, Kalloniatis & Robertson,  On the Discretized Light-Cone Quantization of Electrodynamics
1994, A9,  ModPhysLett, Ohta & Suzuki,  Dirac operators on quantum two spheres
1994, B338,  PhysLett, Oda,  Black Hole Thermodynamics from String Theory
1994, B429,  NuclPhys, Ferrara & Kounnas & Zwirner,  Mass formulae and natural hierarchy in string effective supergravities
1994, B334,  PhysLett, Morris,  On Truncations of the Exact Renormalization Group
1995, B435,  NuclPhys, de Rujula,  Effects of Virtual Monopoles
1994, B427,  NuclPhys, Love & Sabra & Thomas,  Background Symmetries In Orbifolds With Discrete Wilson Lines
1995, B439,  NuclPhys, Nakanishi,  Fusion, mass, and representation theory of the Yangian algebra
1995, B438,  Nucl Phys, Barci & Moriconi,  Quantum Field Theory Description of Tunneling in the Integer Quantum  Hall Effect
1995, D51,  PhysRev, Moessner & Trodden,  Singularity-Free Two Dimensional Cosmologies
1994, D50,  PhysRev, Brown & Creighton & Mann,  Temperature, Energy, and Heat Capacity of Asymptotically Anti-De Sitter  Black Holes
1995, B449,  NuclPhys, Smolin & Soo,  The Chern-Simons Invariant as the Natural Time Variable for Classical  and Quantum Cosmology
1995, B26,  Acta PhysPolon, Dolgov & Einhorn & Zakharov,  The Vacuum of deSitter Space
1995, D51,  PhysRev, Joshi & Singh,  On the Role of Initial Data in the Gravitational Collapse of  Inhomogeneous Dust
1994, B333,  PhysLett, Moss & Poletti,  Conformal anomalies on Einstein spaces with Boundary
1995, D51,  PhysRev, Lousto,  The Emergence of an Effective two - dimensional Quantum Description from  the study of Critical Phenomena in Black Holes
1995, D51,  PhysRev, Kim & Park & Yoon,  Phase Transition in Conformally Induced Gravity with Torsion
1995, B348,  PhysLett, Braghin & Martin & Vautherin,  Self Similar Solutions of the Evolution Equation of a Scalar Field in an  Expanding Geometry
1995, D51,  PhysRev, Carlip & Teitelboim,  Aspects of Black Hole Quantum Mechanics and Thermodynamics in 2+1  Dimensions
1994, B335,  PhysLett, Ambjorn & Jurkiewicz,  On the exponential bound in four dimensional simplicial gravity
1996, A11,  IntJModPhys, Faraggi & Halyo,  Hierarchical Supersymmetry Breaking in Superstring Derived  Standard--like Models
1994, D50,  PhysRev, Kim & Sikivie,  Stretching Wiggly Strings
1995, D51,  PhysRev, Luty,  Baryons with Many Colors and Flavors
1995, D51,  PhysRev, Luty & March-Russell & White,  Baryon Magnetic Moments in a Simultaneous Expansion in $1/N$ and $m_s$
1995, B439,  NuclPhys, Vachaspati,  Electroweak Dyons
1994, B426,  NuclPhys, Bagger & Poppitz & Randall,  The R Axion From Dynamical Supersymmetry Breaking
1994, D50,  PhysRev, Cooper & Habib & Kluger & Mottola & Paz & Anderson,  Non-Equilibrium Quantum Fields in the Large N Expansion
1995, D51,  PhysRev, Stewart,  Inflation, Supergravity and Superstrings
1995, C67,  ZPhys, Grosse-Knetter,  The Equivalence Theorem for the Heavy-Higgs Standard Model and the  Gauged Nonlinear Sigma-Model
1994, L137,  ClassQuantGrav, Dowker,  Heat kernels on curved cones
1995, B450,  NuclPhys, Hulsebos & Korthals-Altes & Nicolis,  Gauge Theories with a Layered Phase
1994, B335,  PhysLett, Krivonos & Sorin,  Linearizing W-Algebras
1995, A10,  IntJModPhys, Cecio & Paffuti,  Some properties of renormalons in gauge theories
1995, B441,  NuclPhys, Sonoda & Su,  Operator Product Expansions in the Two-Dimensional O(N  Non-Linear Sigma  Model
1994, D50,  PhysRev, Bergshoeff & Kallosh & Ortin,  Black-Hole-Wave Duality in String Theory
1995, B438,  NuclPhys, Guruswamy & Rajeev & Vitale,  O(N  Sigma Model as a Three Dimensional Conformal Field Theory
1994, D50,  PhysRev, Nelson,  A Comment on Black Hole Entropy in String Theory
1994, B335,  PhysLett, Green & Polchinski,  Summing Over World-Sheet Boundaries
1994, N10,  RivNuovo Cim, Nanopoulos,  As time goes by
1994, B334,  PhysLett, Volkov,  Einstein-Yang-Mills Sphalerons and Level Crossing
1994, B338,  PhysLett, Bouwknegt & Ludwig & Schoutens,  Spinon Bases, Yangian Symmetry and Fermionic Representations of Virasoro  Characters in Conformal Field Theory
1995, D51,  PhysRev, Pelts,  Finite Deformations of CFT and Spacetime Geometry
1995, D51,  PhysRev, Shapiro & Cognola,  Interaction of Low - Energy Induced Gravity with Quantized Matter and  Phase Transition Induced by Curvature
1995, A10,  ModPhysLett, Diamandis & Georgalas & Papantonopoulos,  Tachyon Effects on the 2-Dim Black Hole Geometry
1994, B338,  PhysLett, Rossini & Schaposnik,  Parity Violation in the Three Dimensional Thirring Model
1994, B332,  PhysLett, Giavarini & Martin & Ruiz,  Shift versus no-shift in local regularizations of Chern-Simons theory
1995, A10,  IntJModPhys, Fumita,  Quantum Vacuum and Anomalies
1994, D50,  PhysRev, Giacconi & Ouvry & Soldati,  Axial Anomaly in the Presence of the Aharonov-Bohm Gauge Field
1995, A51,  Phys Rev, Brumby & Joshi & Anderson,  Multi-particle Correlations in Quaternionic Quantum Systems
1995, B433,  NuclPhys, Fairlie & Nuyts,  A Fresh Look at Generalized Veneziano Amplitudes
1994, D50,  PhysRev, Bender & Milton,  Casimir effect for a $D$-dimensional sphere
1994, D50,  PhysRev, Kao & Lee,  Self-DUal SU(3  Chern-Simons Higgs Systems
1994, D50,  PhysRev, Cadoni & Cavaglia,  Cosmological and Wormhole Solutions in Low-Energy Effective String  Theory
1994, A194,  PhysLett, Popowicz,  The Extended Supersymmetrization of the Nonlinear Schrodinger Equation
1995, B433,  NuclPhys, Hosono & Klemm & Theisen & Yau,  Mirror Symmetry, Mirror Map and Applications to Complete Intersection  Calabi-Yau Spaces
1994, B431,  NuclPhys, Lavi & Oz & Sonnenschein,  $(1,q=-1 $ Model as a Topological Description of $2d$ String Theory
1994, B335,  PhysLett, Robson,  Geometric quantization on homogeneous spaces and the meaning of  inequivalent quantizations
1994, D50,  PhysRev, Kallosh & Kastor & Ortin & Torma,  Supersymmetry and Stationary Solutions in Dilaton-Axion Gravity
1995, A10,  IntJModPhys, Dolan,  Symplectic geometry and Hamiltonian flow of the renormalisation group  equation
1995, B343,  PhysLett, Ivanov & Kim & Rocek,  Complex Structures, Duality, and WZW-Models in Extended Superspace
1995, B439,  NuclPhys, de Montigny,  Elements of Finite Order in Lie Groups and Discrete Gauge Symmetries
1994, A27,  JPhys, Palev,  Algebraic structure of the Green's ansatz and its q-deformed analogue
1994, D50,  PhysRev, Horowitz & Tseytlin,  On exact solutions and singularities in string theory
1994, D50,  PhysRev, Johnson & Myers,  Taub--NUT Dyons in Heterotic String Theory
1995, B352,  PhysLett, Nair,  Hard Thermal Loops in a Moving Plasma and a Magnetic Mass Term
1996, A11,  IntJModPhys, Minic & Nair,  Wave Functionals, Hamiltonians and Renormalization Group
1995, A10,  IntJModPhys, Halpern & Sochen,  Flat Connections for Characters in Irrational Conformal Field Theory
1994, D50,  PhysRev, Natsuume,  Higher Order Correction to the GHS String Black Hole
1994, B333,  PhysLett, Oehme & Xu,  Asymptotic Limits and Sum Rules for Gauge Field Propagators
1994, B334,  PhysLett, Kiritsis & Obers,  A New Duality Symmetry in String Theory
1995, A28,  JPhys, Cho & Park,  Deformed Algebras from Inverse Schwinger Method
1996, B369,  PhysLett, Elze,  Entropy, Quantum Decoherence and Pointer States in Scalar Parton'  Fields
1994, B338,  PhysLett, Ghosh,  Spinning particles in $2+1$ dimensions
1994, B430,  NuclPhys, Distler & Kachru,  Singlet Couplings and (0,2  Models
1994, B336,  PhysLett, Distler & Kachru,  Quantum Symmetries and Stringy Instantons
1994, C64,  ZPhys, McCartor,  Schwinger Model in the Light-Cone Representation
1995, A28,  JPhys, Ballesteros & Herranz & Olmo & Santander,  Non-standard quantum so(2,2  and beyond
1995, A10,  IntJModPhys, Naculich & Riggs & Schnitzer,  The String Calculation of Wilson Loops in Two-Dimensional Yang-Mills  Theory
1995, B438,  NuclPhys, Bischoff & Ketov & Lechtenfeld,  Gso Projection, BRST Cohomology and Picture-Changing in N=2 String  Theory
1995, B345,  PhysLett, Duff & Rahmfeld,  Massive String States as Extreme Black Holes
1994, A27,  JPhys, Stedman,  Large Parabosons versus supersymmetry in Jahn-Teller Systems
1994, A27,  JPhys, Zapletal & Karowski,  Highest Weight $U_q[sl(n ]$ Modules and Invariant Integrable n-State  Models with Periodic Boundary Conditions"
1995, D51,  PhysRev, Barducci & Casalbuoni & Gatto & Modugno & Pettini,  Thermodynamics of the Massive Gross-Neveu Model
1994, A9,  ModPhysLett, Semenoff & Szabo,  Equivariant Localization, Spin Systems and Topological Quantum Theory on  Riemann Surfaces
1994, B430,  NuclPhys, Fendley & Saleur & Warner,  Exact solution of a massless scalar field with a relevant boundary  interaction
1994, B334,  PhysLett, Girardello & Giveon & Porrati & Zaffaroni,  Non-Abelian Strong-Weak Coupling Duality in (String-Derived  N=4  Supersymmetric Yang-Mills Theories
1994, A9,  ModPhysLett, Nersessian & Ter-Antonian,  Charge-Dyon" System As The Reduced Oscillator
1995, B342,  PhysLett, Llatas & Roy,  Observations on the Topological Structure in 2d Gravity Coupled to  Minimal Matter
1994, D50,  PhysRev, Banks & Dine,  Coping With Strongly Coupled String Theory
1994, B336,  PhysLett, Johnston,  Frustrating and Diluting Dynamical Lattice Ising Spins
1995, D51,  PhysRev, Johnston,  A Remark on the Renormalization Group Equation for the Penner Model
1994, A193,  PhysLett, Dodonov & Dremin & Man'ko & Polynkin,  Strong oscillations of cumulants of photon distribution function in  slightly squeezed states
1994, D50,  PhysRev, Dowker,  Effective actions with fixed points, (error in derivation of coefficient  corrected 
1994, B335,  PhysLett, Kim,  Super W-Symmetries, Covariantly Constant Forms And Duality  Transformations
1994, B325,  Phys Lett, Terentiev,  Dual Supergravity in D=10, N=1 Superspace with Tree-Level Superstring  Corrections
1995, A28,  JPhys, Froehlich & Goetschmann & Marchetti,  Bosonization of Fermi Systems in Arbitrary Dimension in Terms of Gauge  Forms
1994, B337,  PhysLett, Balog & Hauer,  Polynomial Form Factors in the O(3  Nonlinear sigma-Model
1995, C65,  ZPhys, Piette & Schroers & Zakrzewski,  Multisolitons in a Two-dimensional Skyrme Model
1994, B338,  PhysLett, Henneaux & Slavnov,  A note on the path integral for systems with primary and secondary  second class constraints
1994, D50,  PhysRev, Gracey,  The Beta-Function of the Chiral Gross Neveu Model at O(1/N^2 
1995, B435,  NuclPhys, Hamber & Williams,  Newtonian Potential in Quantum Regge Gravity
1994, D50,  PhysRev, Wesolowski & Hosotani & Chakravarty,  The Energy Density in the Maxwell-Chern-Simons Theory
1994, A9,  ModPhysLett, Birmingham & Rakowski,  Discrete Quantum Field Theories and the Intersection Form
1995, B433,  NuclPhys, Brustein & Faux & Ovrut,  Instanton Effects in Matrix Models and String Effective Lagrangians
1994, B430,  NuclPhys, Juettner & Karowski,  Completeness of Good' Bethe Ansatz Solutions of a Quantum Group  Invariant Heisenberg Model
1995, A10,  IntJModPhys, Caenepeel & Leblanc,  Effective potential for nonrelativistic non-Abelian Chern-Simons matter  system in constant background fields
1996, D53,  PhysRev, Chang & Soo,  The Standard Model with gravity couplings
1995, D52,  PhysRev, Ali,  Duality Invariant Superstring Actions
1995, B352,  PhysLett, Iso & Rey,  Collective Field Theory of the Fractional Quantum Hall Edge State and  the Calogero-Sutherland Model
1994, B334,  PhysLett, Elizalde & Odintsov,  A Theory for the Conformal Factor in Quantum $R^2$ Gravity
1994, D50,  PhysRev, Itakura & Ohta,  Quantum Hamiltonian Reduction of the Schwinger Model
1995, B436,  NuclPhys, Duff & Minasian,  Putting string/string duality to the test
1994, D50,  PhysRev, McGuigan,  Finite Black Hole Entropy and String Theory
1995, D51,  PhysRev, Zanelli,  Quantization of the Gravitational Constant in Odd-Dimensional Gravity
1995, A10,  IntJModPhys, Blumenhagen & Eholzer & Honecker & Hornfeck & Huebel,  Coset Realization of Unifying W-Algebras
1994, B336,  PhysLett, Alvarez & Alvarez-Gaume & Lozano,  A Canonical Approach to Duality Transformations
1994, D50,  PhysRev, Ikehara & Ishibashi & kawai & Mogami & Nakayama & Sasakura,  String Field Theory in the Temporal Gauge
1995, B436,  NuclPhys, Sato & Yahikozawa,  "Topological" Formulation of Effective Vortex Strings
1994, B339,  PhysLett, Barbon,  Remarks on Thermal Strings outside Black Holes
1995, D51,  PhysRev, Amelino-Camelia,  Perturbative Renormalizations of Anyon Quantum Mechanics
1995, B343,  PhysLett, Amelino-Camelia & Bak,  Schroedinger Self-adjoint Extension and Quantum Field Theory
1994, B337,  PhysLett, Brunelli & Das,  The Supersymmetric Two Boson Hierarchies
1996, A11,  IntJModPhys, Hlavaty & Kundu,  Quantum integrability of nonultralocal models through Baxterisation of  quantised braided algebra
1994, D50,  PhysRev, Copeland & Lahiri & Wands,  Low energy effective string cosmology
1994, B336,  PhysLett, Bagger & Galperin,  Matter couplings in partially broken extended supersymmetry
1995, E52,  PhysRev, Bhaduri & Khare & Law,  The Phase of the Riemann Zeta Function and the Inverted Harmonic  Oscillator
1994, D50,  PhysRev, Bekenstein & Rosenzweig,  Stability of the Black Hole Horizon and the Landau Ghost
1995, D52,  PhysRev, Carlini & Greensite,  Fundamental Constants and the Problem of Time
1995, D51,  PhysRev, Braham,  Hypertime Formalism for Spherically Symmetric Black Holes and Wormholes
1996, D54,  PhysRev, Chan & Chan & Mann,  Interior Structure of a Charged Spinning Black Hole in  $(2+1 $-Dimensions
1995, B438,  NuclPhys, Bock & Vink,  Failure of the Regge approach in two dimensional quantum gravity
1994, B335,  PhysLett, Kounnas & Pavel & Zwirner,  Towards a dynamical determination of parameters in the Minimal  Supersymmetric Standard Model
1994, D50,  PhysRev, Kelly & Liu & Lucchesi & Manuel,  Classical Transport Theory and Hard Thermal Loops in the Quark-Gluon  Plasma
1994, D50,  PhysRev, Kelly & Kobes & Kunstatter,  Parameterization Invariance and the Resolution of the Unitary Gauge  Puzzle
1996, A11,  IntJModPhys, Machet,  Comments on the Standard Model of Electroweak Interactions
1994, A9,  ModPhysLett, Das & Hott,  On the Ward Identities at Finite Temperature
1995, D51,  PhysRev, Solodukhin,  The Conical Singularity And Quantum Corrections To Entropy Of Black Hole
1995, D51,  PhysRev, Liberati,  Real decoupling ghost quantization of the CGHS model for two dimensional  black holes
1994, D50,  PhysRev, Shifman & Smilga,  Fractons in Twisted Multiflavor Schwinger Model
1994, D50,  PhysRev, Polchinski & Strominger,  A Possible Resolution of the Black Hole Information Puzzle
1995, B342,  PhysLett, Kawai,  Elliptic Genera of N=2 Hermitian Symmetric Space Models
1994, N3,  TheorMathPhys, Fuchs & Ganchev & Vecsernyes,  On the quantum symmetry of rational field theories
1994, B340,  PhysLett, Gubser & Klebanov,  A modified c=1 matrix model with new critical behavior
1994, A9,  ModPhysLett, Das & Mukherji,  Boundary Dynamics in Dilaton Gravity
1994, B341,  PhysLett, Aratyn & Nissimov & Pacheva & Zimerman,  Two-Matrix String Model as Constrained (2+1 -Dimensional Integrable  System
1995, B437,  NuclPhys, Bergeron & Semenoff & Szabo,  Canonical BF-type Topological Field Theory and Fractional Statistics of  Strings
1995, A10,  ModPhysLett, Percacci & Sezgin,  On Target-Space Duality in p-Branes
1995, B433,  NuclPhys, Damgaard & Sollacher,  Smooth Non-Abelian Bosonization
1995, A28,  JPhys, Damaskinsky & Sokolov,  Some remarks on the Gauss decomposition for quantum group GL_q(n 
1995, C65,  ZPhys, Breckenridge & Lavelle & Steele,  The Nielsen Identities for the Two-Point Functions of QED and QCD
1994, D50,  PhysRev, Polchinski,  Combinatorics of Boundaries in String Theory
1995, A28,  JPhys, Maassarani,  $U_q osp(2,2 $ Lattice Models
1994, A9,  ModPhysLett, Oh & Kim,  Action-Angle Variables for Complex Projective Space and Semiclassical  Exactness
1995, A10,  ModPhysLett, Kavalov,  On the Schwinger-Dyson Equations for a Vertex Model Coupled to 2D  Gravity
1994, A9,  ModPhysLett, Bengtsson & Hallin,  SL(2,R  Yang-Mills theory on a circle
1994, D50,  PhysRev, Brandt & Frenkel & Taylor,  Nonlinear interaction between electromagnetic fields at high temperature
1995, D52,  PhysRev, Behrndt & Burwick,  Towards Quantum Cosmology without Singularities
1994, A27,  JPhys, Balinsky & Burman,  Quadratic Poisson brackets compatible with an algebra structure
1995, B439,  NuclPhys, Blau & Thompson,  Equivariant Kaehler Geometry and Localization in the G/G Model
1995, B435,  NuclPhys, Grimm & Warnaar,  Solvable RSOS models based on the dilute BWM algebra
1994, D50,  PhysRev, Park & Rim & Soh,  Effect of rotation symmetry to abelian Chern-Simons field theory and  anyon equation on a sphere
1995, B343,  PhysLett, Kunitomo,  On the Nonlinear Realization of the Superconformal Symmetry
1994, G20,  JPhys, Barbier & Meyer & Kibler,  An Uqp(u2  Model for Rotational Bands of Nuclei
1995, B346,  PhysLett, Watabiki,  Non-critical String Field Theory with Non-orientable String Interactions
1994, B336,  PhysLett, Tsutsui,  Quantization of a relativistic particle on the SL(2,R  manifold based on  Hamiltonian reduction
1994, B336,  PhysLett, Niemi & Sreedhar,  On the infrared limit of the Chern-Simons-Proca theory
1995, D51,  PhysRev, Emparan,  Heat kernels and thermodynamics in Rindler space
1994, A9,  ModPhysLett, Blumenhagen & Huebel,  A Note on Representations of N=2 SW-Algebras
1995, B436,  NuclPhys, Penati & Zanon,  Topological Correlation Functions in Minkowski Spacetime
1995, B436,  NuclPhys, Cattaneo & Cotta-Ramusino & Martellini,  Three-dimensional BF Theories and the Alexander-Conway Invariant of  Knots
1995, A10,  ModPhysLett, Jenkovszky & Kibler & Mishchenko,  Two-Parametric Quantum-Deformed Dual Amplitude
1995, B433,  NuclPhys, Alvarez & Labastida,  Numerical knot invariants of finite type from Chern-Simons perturbation  theory
1992, A25,  JPhys, Oh & Singh,  Conformal Properties of Primary Fields in a q-Deformed Theory
1995, A28,  JPhys, Nowak,  Flip-Moves and Graded Associative Algebras
1995, C65,  ZPhys, Kirschner,  Reggeon Interactions in Perturbative QCD
1994, B336,  PhysLett, Skarke,  Renormalization Group Flow in a General Gauge Theory
1994, B426,  NuclPhys, Seiberg & Witten,  Monopole Condensation, And Confinement In N=2 Supersymmetric Yang-Mills  Theory
1995, B347,  PhysLett, Harms & Leblanc,  Black Objects in the Gauge Theory of P-Branes
1995, A28,  JPhys, Grisaru & Mezincescu & Nepomechie,  Direct Calculation of the Boundary $S$ Matrix for the Open Heisenberg  Chain
1994, D50,  PhysRev, Haller & Lim-Lombridas,  Anyonic States in Chern-Simons Theory
1994, A9,  ModPhysLett, Nakatsu,  On the string equation at $c=1$
1995, D51,  PhysRev, Levin,  Kinetic Inflation in Stringy and Other Cosmologies
1995, B355,  PhysLett, Mikovic,  Hawking Radiation and Back-Reaction in a Unitary Theory of 2D Quantum  Gravity
1994, B431,  NuclPhys, Brandhuber & Moritsch & de Oliveira & Piguet & Schweda,  A Renormalized Supersymmetry in the Topological Yang-Mills Field Theory
1994, B336,  PhysLett, Intriligator,  Integrating in' and exact superpotentials in 4d
1995, B445,  NuclPhys, Chu & Goddard,  Quantisation of the SU(N  WZW Model at Level $k$
1995, B436,  NuclPhys, Johansen,  Infinite Conformal Algebras in Supersymmetric Theories on Four Manifolds
1995, A10,  IntJModPhys, Aratyn & Nissimov & Pacheva & Zimerman,  Reduction of Toda Lattice Hierarchy to Generalized KdV Hierarchies and  Two-Matrix Model
1995, B438,  NuclPhys, Evans & Hollowood,  Integrable theories that are asymptotically CFT
1995, B434,  NuclPhys, Ganor & Sonnenschein & Yankielowicz,  The String Theory Approach to Generalized 2D Yang-Mills Theory
1994, B337,  PhysLett, Chu & Goddard,  Quantisation of a particle moving on a group manifold
1995, B438,  NuclPhys, Destri & de Vega,  Unified Approach to Thermodynamic Bethe Ansatz and Finite Size  Corrections for Lattice Models and Field Theories
1995, D51,  PhysRev, Gibbons & Kallosh,  Topology, Entropy and Witten Index of Dilaton Black Holes
1994, B336,  PhysLett, Rodgers,  A 2D Inspired 4D Theory of Gravity
1994, A9,  ModPhysLett, Elizalde & Odintsov & Shil'nov,  Schwinger-Dyson Equations in 2D Induced Gravity in Covariant Gauges
1994, B331,  PhysLett, Virbhadra & Parikh,  A conformal scalar dyon black hole solution
1995, B341,  PhysLett, Ferrando & Jaramillo,  Two Dimensional Quantum Chromodynamics as the Limit of Higher  Dimensional Theories
1995, D51,  PhysRev, Steele & Verbaarschot & Zahed,  The Invariant Fermion Correlator in the Schwinger Model on the Torus
1995, A10,  IntJModPhys, Abdalla & Abdalla,  Integrability and duality in two-dimensional QCD
1994, B339,  PhysLett, Visinescu,  Generalized Runge-Lenz Vector in Taub-Nut Spinning Space
1994, B431,  NuclPhys, Bardakci,  The Conformal Points Of The Generalized Thirring Model
1994, D50,  PhysRev, Singh,  Magnetic Wormholes and Vertex Operators
1994, A9,  ModPhysLett, Eguchi & Yang,  The Topological CP^1 Model and the Large-N Matrix Integral
1995, B434,  NuclPhys, Bonora & Xiong,  Extended Toda lattice hierarchy, extended two-matrix model and c=1  string theory
1994, A27,  JPhys, Oh & Singh,  Generalized q-Oscillators and their Hopf Structures
1994, C63,  ZPhys, Ferrando & Vento,  Hadron Correlators and the Structure of the Quark Propagator
1994, B335,  PhysLett, Dusini & Zerbini,  On the High-Temperature Behaviour of the Closed Superstring
1995, A10,  IntJModPhys, Boos & Mangazeev & Sergeev,  Modified Tetrahedron Equations and Related 3D Integrable Models
1994, B432,  NuclPhys, Brooks & Jr,  Extended Supersymmetry and Super-BF Gauge Theories
1994, B340,  PhysLett, Isidro & Ramallo,  Superconformal current algebras and topological field theories
